congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,issue_code
118,House,319,7/13/23,1,320,212,218,-0.135,-0.966,-0.328,0.344,-34.968,HR2670,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,320,7/13/23,1,321,210,221,0.23,0.452,-0.71,0.165,-16.201,HR2670,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,321,7/13/23,1,322,193,237,0.156,0.608,-0.561,-0.875,-42.384,HR2670,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,322,7/13/23,1,323,247,185,-0.205,0.141,-0.322,-0.351,-50.183,HR2670,Agreed to,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,323,7/13/23,1,324,218,213,0.132,0.184,-0.712,0.189,-3.767,HR2670,Agreed to,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,324,7/14/23,1,325,218,210,0.03,-1,-0.421,-0.031,-10.936,HR2670,Agreed to,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,325,7/14/23,1,326,217,216,0.159,0.255,-0.711,0.19,-7.536,HR2670,Agreed to,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,326,7/14/23,1,327,210,217,0.026,0.059,0.716,-0.102,-0.333,HR2670,Failed,National Defense Authorization Act,On Motion to Recommit,,Armed Forces and National Security
118,House,327,7/14/23,1,328,219,210,-0.29,0.957,-0.564,-1.011,-21.648,HR2670,Passed,National Defense Authorization Act,On Passage,,Armed Forces and National Security
118,House,328,7/17/23,1,329,400,0,0,0,0,0,0,S111,Passed,Providing Accountability Through Transparency Act,On Motion to Suspend the Rules and Pass,,
118,House,329,7/17/23,1,330,386,22,0.413,-0.779,0.246,-1.034,-31.5,HR813,Passed,Global Investment in American Jobs Act,"On Motion to Suspend the Rules and Pass, as Amended",,Foreign Trade and International Finance
118,House,330,7/18/23,1,331,213,207,0.026,0.057,-0.716,0.105,-0.33,HRES597,Passed,Providing for consideration of the bill (H.R. 3935) the Securing Growth and Robust Leadership in American Aviation Act; and providing for consideration of the bill (H.R. 3941) the Schools Not Shelters Act,On Ordering the Previous Question,,Congress
118,House,331,7/18/23,1,332,213,206,-0.085,0.996,-0.498,-0.457,-6.844,HRES597,Passed,Providing for consideration of the bill (H.R. 3935) the Securing Growth and Robust Leadership in American Aviation Act; and providing for consideration of the bill (H.R. 3941) the Schools Not Shelters Act,On Agreeing to the Resolution,,Congress
118,House,332,7/18/23,1,333,27,381,0.234,-0.67,-0.193,1.675,-36.432,HJRES68,Failed,"Relating to a national emergency declared by the President on October 27, 2006",On Passage,,Emergency Management
118,House,333,7/18/23,1,334,30,388,0.063,-0.746,-0.179,1.675,-46.611,HJRES70,Failed,"Relating to a national emergency declared by the President on February 25, 2011",On Passage,,Emergency Management
118,House,334,7/18/23,1,335,27,393,0.204,-0.683,-0.177,1.675,-37.056,HJRES74,Failed,"Relating to a national emergency declared by the President on May 16, 2012",On Passage,,Emergency Management
118,House,335,7/18/23,1,336,26,394,0.202,-0.693,-0.176,1.674,-35.66,HJRES71,Failed,"Relating to a national emergency declared by the President on May 22, 2003",On Passage,,Emergency Management
118,House,336,7/18/23,1,337,24,394,0.219,-0.697,-0.168,1.678,-32.62,HJRES79,Failed,"Relating to a national emergency declared by the President on May 11, 2004",On Passage,,Emergency Management
118,House,337,7/18/23,1,338,412,9,0,0,0,0,0,HCONRES57,Passed,Expressing the sense of Congress supporting the State of Israel,On Motion to Suspend the Rules and Agree,,International Affairs
118,House,338,7/19/23,1,339,200,212,0.024,0.059,0.715,-0.108,-0.325,HR3941,Failed,Schools Not Shelters Act,On Motion to Recommit,,Immigration
118,House,339,7/19/23,1,340,222,201,-0.1,0.234,-0.715,-0.778,-11.346,HR3941,Passed,Schools Not Shelters Act,On Passage,,Immigration
118,House,340,7/19/23,1,341,243,191,0.288,-0.06,0.114,0.195,-170.288,HR3935,Agreed to,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,341,7/19/23,1,342,203,231,0.035,0.554,-0.189,-0.283,-78.604,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,342,7/19/23,1,343,392,41,0.575,-0.394,0.188,-0.668,-66.19,HR3935,Agreed to,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,343,7/19/23,1,344,193,236,0.253,0.43,-0.323,-0.179,-51.193,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,344,7/19/23,1,345,177,258,0.098,-0.995,-0.247,0.245,-91.899,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,345,7/19/23,1,346,141,294,-0.064,-0.998,-0.172,0.39,-133.51,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,346,7/19/23,1,347,220,215,-0.246,0.734,-0.208,-0.415,-86.179,HR3935,Agreed to,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,347,7/19/23,1,348,214,219,0.187,-0.982,-0.28,-0.072,-43.946,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,348,7/19/23,1,349,211,224,0.084,0.189,-0.199,-0.589,-77.384,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,349,7/19/23,1,350,240,195,-0.098,0.129,-0.156,-0.2,-101.235,HR3935,Agreed to,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,350,7/19/23,1,351,49,386,0.178,-0.984,-0.18,0.64,-75.322,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,351,7/19/23,1,352,216,219,0.109,-0.121,-0.212,0.015,-48.278,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,352,7/19/23,1,353,181,254,0.076,-0.997,-0.686,0.836,-69.793,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,353,7/19/23,1,354,229,205,-0.005,0.071,-0.187,-0.331,-63.953,HR3935,Agreed to,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,354,7/19/23,1,355,191,244,0.153,-0.988,-0.365,0.235,-62.211,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,355,7/19/23,1,356,206,227,0.249,0.473,-0.371,0.067,-34.565,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,356,7/19/23,1,357,205,229,-0.085,0.996,-0.088,-0.082,-225.05,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,357,7/19/23,1,358,127,308,0.463,-0.806,-0.379,0.028,-88.32,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,358,7/19/23,1,359,52,381,0.106,-0.852,-0.412,1.784,-59.443,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,359,7/19/23,1,360,45,387,0.452,-0.522,-0.183,0.672,-60.932,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,360,7/20/23,1,361,348,57,0.3,-0.495,0.009,-0.853,-109.005,HR3935,Agreed to,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,361,7/20/23,1,362,64,329,0.176,-0.905,-0.287,0.786,-67.126,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,362,7/20/23,1,363,195,226,0.244,0.051,-0.278,0.078,-48.87,HR3935,Failed,,On Agreeing to the Amendment,,Transportation and Public Works
118,House,363,7/20/23,1,364,351,69,-0.81,0.586,-0.21,-0.338,-150.764,HR3935,Passed,Securing Growth and Robust Leadership in American Aviation Act,On Passage,,Transportation and Public Works
118,House,364,7/25/23,1,365,250,163,0.155,-0.238,-0.035,-0.341,-235.934,HR1338,Failed,Satellite And Telecommunications Streamlining Act,"On Motion to Suspend the Rules and Pass, as Amended",,"Science, Technology, Communications"
118,House,365,7/25/23,1,366,409,1,0,0,0,0,0,HR4470,Passed,Protecting and Securing Chemical Facilities from Terrorist Attacks Act,"On Motion to Suspend the Rules and Pass, as Amended",,Emergency Management
118,House,366,7/26/23,1,367,208,191,0.02,0.056,-0.716,0.085,-0.261,HRES614,Passed,Providing for consideration of the bill (H.R. 4366); providing for consideration of the joint resolution (S.J. Res. 9); and providing for consideration of the joint resolution (S.J. Res. 24),On Ordering the Previous Question,,Congress
118,House,367,7/26/23,1,368,217,206,-0.116,0.993,-0.388,-0.409,-14.978,HRES614,Passed,Providing for consideration of the bill (H.R. 4366); providing for consideration of the joint resolution (S.J. Res. 9); and providing for consideration of the joint resolution (S.J. Res. 24),"On Agreeing to the Resolution, as Amended",,Congress
118,House,368,7/26/23,1,369,394,19,0.086,-0.996,0.308,-1.92,-36.242,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,369,7/26/23,1,370,99,327,0.301,-0.542,-0.189,0.426,-97.262,HR4366,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,370,7/26/23,1,371,83,347,0.04,-0.825,-0.357,1.286,-72.371,HR4366,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,371,7/26/23,1,372,204,227,0.203,0.494,-0.273,-0.045,-42.36,HR4366,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,372,7/26/23,1,373,228,206,0.048,-0.066,-0.55,-1.13,-12.82,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,373,7/26/23,1,374,223,211,0.024,0.069,-0.716,0.099,-0.33,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,374,7/26/23,1,375,224,210,0.045,-0.02,-0.633,-0.802,-3.317,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,375,7/26/23,1,376,221,212,0.002,0.319,-0.601,-1.06,-7.816,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,376,7/26/23,1,377,220,214,0.153,0.328,-0.717,0.027,-7.385,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,377,7/26/23,1,378,222,212,-0.102,0.651,-0.614,-0.978,-8.304,HR4366,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,378,7/27/23,1,379,206,219,0.023,0.06,0.716,-0.099,-0.321,HR4366,Failed,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",On Motion to Recommit,,Economics and Public Finance
118,House,379,7/27/23,1,380,219,211,-0.172,0.985,-0.529,-0.733,-11.587,HR4366,Passed,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",On Passage,,Economics and Public Finance
118,House,380,7/27/23,1,381,221,206,0.239,-0.572,-0.604,-1.08,-14.64,SJRES9,Passed,"Providing for congressional disapproval under chapter 8 of title 5, U.S. Code, relating to “Endangered and Threatened Wildlife and Plants; Lesser Prairie-Chicken; Threatened Status With Sec. 4(d) Rule for the Northern Distinct Population Segment and Endangered Status for the Southern Distinct Population Segment”",On Passage,,Public Lands and Natural Resources
118,House,381,7/27/23,1,382,220,209,0.006,0.168,-0.599,-0.972,-6.399,SJRES24,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the United States Fish and Wildlife Service relating to “Endangered and Threatened Wildlife and Plants; Endangered Species Status for Northern Long-Eared Bat”.",On Passage,,Animals
118,House,382,9/12/23,1,383,403,8,0,0,0,0,0,HR3152,Passed,Fight CRIME Act,"On Motion to Suspend the Rules and Pass, as Amended",,International Affairs
118,House,383,9/12/23,1,384,410,3,0,0,0,0,0,HR589,Passed,MAHSA Act,"On Motion to Suspend the Rules and Pass, as Amended",,International Affairs
118,House,384,9/12/23,1,385,413,2,0,0,0,0,0,HRES492,Passed,Condemning the Government of Iran’s state-sponsored persecution of the Baha’i minority and its continued violation of the International Covenants on Human Rights,On Motion to Suspend the Rules and Agree,,International Affairs
118,House,385,9/13/23,1,386,406,4,0,0,0,0,0,HR1567,Passed,ACRES Act,"On Motion to Suspend the Rules and Pass, as Amended",,Public Lands and Natural Resources
118,House,386,9/13/23,1,387,415,0,0,0,0,0,0,HR3324,Passed,To extend the authority to collect Shasta-Trinity Marina fees through fiscal year 2029,On Motion to Suspend the Rules and Pass,,Public Lands and Natural Resources
118,House,387,9/14/23,1,388,214,198,0.023,0.059,-0.716,0.095,-0.311,HRES681,Passed,Providing for consideration of the bill (H.R. 1435) to amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines.,On Ordering the Previous Question,,Congress
118,House,388,9/14/23,1,389,215,200,-0.174,0.985,-0.669,-0.834,-8.255,HRES681,Passed,Providing for consideration of the bill (H.R. 1435) to amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines.,On Agreeing to the Resolution,,Congress
118,House,389,9/14/23,1,390,193,212,-0.046,0.206,0.71,0.275,-1.906,HR1435,Failed,Preserving Choice in Vehicle Purchases Act,On Motion to Recommit,,Environmental Protection
118,House,390,9/14/23,1,391,222,190,-0.135,0.261,-0.452,-0.68,-16.775,HR1435,Passed,Preserving Choice in Vehicle Purchases Act,On Passage,,Environmental Protection
118,House,391,9/18/23,1,392,410,0,0,0,0,0,0,HR3981,Passed,Isakson-Roe Education Oversight Expansion Act,"On Motion to Suspend the Rules and Pass, as Amended",,Armed Forces and National Security
118,House,392,9/18/23,1,393,409,0,0,0,0,0,0,S475,Passed,"To designate the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi “Hershey” Miyamura VA Clinic",On Motion to Suspend the Rules and Pass,,X
118,House,393,9/18/23,1,394,378,32,0.314,-0.95,0.177,-0.615,-53.716,HR663,Passed,Native American Child Protection Act,"On Motion to Suspend the Rules and Pass, as Amended",,Native Americans
118,House,394,9/19/23,1,395,393,27,-0.272,-0.821,-0.4,-1.364,-32.662,HR2670,Passed,National Defense Authorization Act,On Motion to go to Conference,,Armed Forces and National Security
118,House,395,9/19/23,1,396,401,19,-0.142,-0.99,-0.243,-1.194,-27.945,HR2670,Passed,National Defense Authorization Act,On Closing Portions of the Conference,,Armed Forces and National Security
118,House,396,9/19/23,1,397,217,209,0.022,0.063,-0.716,0.092,-0.313,HRES680,Passed,"Providing for consideration of the bill (H.R. 1435) Preserving Choice in Vehicle Purchases Act, and providing for consideration of the bill (H.R. 4365) Department of Defense Appropriations Act, 2024, and for other purposes",On Ordering the Previous Question,,Congress
118,House,397,9/19/23,1,398,212,214,-0.226,0.974,-0.496,-0.867,-21.004,HRES680,Failed,"Providing for consideration of the bill (H.R. 1435) Preserving Choice in Vehicle Purchases Act, and providing for consideration of the bill (H.R. 4365) Department of Defense Appropriations Act, 2024, and for other purposes",On Agreeing to the Resolution,,Congress
118,House,398,9/19/23,1,399,422,0,0,0,0,0,0,S112,Passed,"To amend title 38, United States Code, to strengthen benefits for children of Vietnam veterans born with spina bifida, and for other purposes",On Motion to Suspend the Rules and Pass,,X
118,House,399,9/20/23,1,400,205,214,0.022,0.062,0.716,-0.092,-0.313,HR2670,Failed,National Defense Authorization Act,On Motion to Instruct Conferees,,Armed Forces and National Security
118,House,400,9/20/23,1,401,423,0,0,0,0,0,0,HR1530,Passed,Veterans Benefits Improvement Act,"On Motion to Suspend the Rules and Pass, as Amended",,X
118,House,401,9/21/23,1,402,216,202,0.022,0.069,-0.716,0.099,-0.313,HRES712,Passed,"Providing for consideration of the bill (H.R. 4365) Department of Defense Appropriations Act, 2024; providing for consideration of the bill (H.R. 1130) Unlocking our Domestic LNG Potential Act; and providing for consideration of the resolution (H.Res. 684)",On Ordering the Previous Question,,Congress
118,House,402,9/21/23,1,403,212,216,-0.191,0.981,-0.42,-0.685,-25.367,HRES712,Failed,"Providing for consideration of the bill (H.R. 4365) Department of Defense Appropriations Act, 2024; providing for consideration of the bill (H.R. 1130) Unlocking our Domestic LNG Potential Act; and providing for consideration of the resolution (H.Res. 684)",On Agreeing to the Resolution,,Congress
118,House,403,9/26/23,1,404,209,198,0.022,0.08,-0.715,0.11,-0.306,HRES723,Passed,"Providing for consideration of (H.R. 4365) Dept. of Defense Appropriations Act; (H.R. 4367) Dept. of Homeland Security Appropriations Bill; (H.R. 4368) Agriculture, Rural Development, FDA, and Related Agencies Appropriations Act; (H.R. 4665) Dept. of State, Foreign Operations, and Related Programs Appropriations Act",On Consideration of the Resolution,,Congress
118,House,404,9/26/23,1,405,215,209,0.021,0.077,-0.715,0.106,-0.303,HRES723,Passed,"Providing for consideration of (H.R. 4365) Dept. of Defense Appropriations Act; (H.R. 4367) Dept. of Homeland Security Appropriations Bill; (H.R. 4368) Agriculture, Rural Development, FDA, and Related Agencies Appropriations Act; (H.R. 4665) Dept. of State, Foreign Operations, and Related Programs Appropriations Act",On Ordering the Previous Question,,Congress
118,House,405,9/26/23,1,406,216,212,-0.146,0.989,-0.567,-0.635,-6.366,HRES723,Passed,"Providing for consideration of (H.R. 4365) Dept. of Defense Appropriations Act; (H.R. 4367) Dept. of Homeland Security Appropriations Bill; (H.R. 4368) Agriculture, Rural Development, FDA, and Related Agencies Appropriations Act; (H.R. 4665) Dept. of State, Foreign Operations, and Related Programs Appropriations Act",On Agreeing to the Resolution,,Congress
118,House,406,9/26/23,1,407,424,1,0,0,0,0,0,HR5110,Passed,Protecting Hunting Heritage and Education Act,"On Motion to Suspend the Rules and Pass, as Amended",,Education
118,House,407,9/27/23,1,408,175,254,0.229,-0.973,-1.032,0.55,-61.484,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,408,9/27/23,1,409,119,307,-0.051,-0.826,-0.428,1.367,-98.071,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,409,9/27/23,1,410,106,323,0.041,-0.885,-0.245,0.687,-106.473,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,410,9/27/23,1,411,86,343,0.226,-0.819,-0.27,0.607,-89.957,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,411,9/27/23,1,412,89,341,0.33,-0.944,-0.409,0.534,-73.824,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,412,9/27/23,1,413,68,362,0.032,-0.999,-0.161,0.603,-100.989,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,413,9/27/23,1,414,83,348,0.215,-0.59,-0.473,1.551,-69.106,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,414,9/27/23,1,415,81,350,0.002,-0.931,-0.393,1.372,-81.151,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,415,9/27/23,1,416,105,325,-0.048,-0.966,-0.405,1.25,-95.159,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,416,9/27/23,1,417,49,377,0.305,-0.462,-0.056,1.05,-89.167,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,417,9/27/23,1,418,210,216,0.029,0.848,-0.326,-0.25,-23.231,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,418,9/27/23,1,419,97,336,-0.116,-0.911,-0.133,0.541,-134.382,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,419,9/27/23,1,420,152,278,-0.036,-0.976,-0.378,0.793,-86.143,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,420,9/27/23,1,421,217,214,0.076,0.145,-0.675,-0.574,-1.694,HR4368,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,421,9/27/23,1,422,158,272,0.148,-0.488,-0.343,0.668,-73.443,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,422,9/27/23,1,423,159,272,0.135,-0.538,-0.292,0.55,-78.518,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,423,9/27/23,1,424,156,273,0.064,-0.726,-0.306,0.601,-82.172,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,424,9/27/23,1,425,161,270,0.21,-0.372,-0.293,0.485,-76.159,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,425,9/27/23,1,426,160,271,0.111,-0.602,-0.292,0.547,-81.666,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,426,9/27/23,1,427,163,267,0.189,-0.332,-0.34,0.664,-68.675,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,427,9/27/23,1,428,217,216,0.092,0.277,-0.633,-0.843,-6.818,HR4368,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,428,9/27/23,1,429,217,216,0.145,0.264,-0.707,0.257,-5.125,HR4368,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,429,9/27/23,1,430,71,362,-0.008,-1,-0.349,1.265,-77.737,HR4368,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,430,9/27/23,1,431,240,191,-0.244,-0.738,0.138,-0.32,-161.302,HR4365,Agreed to,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,431,9/27/23,1,432,104,330,-0.011,-1,-0.255,0.724,-102.383,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,432,9/27/23,1,433,203,231,-0.172,-0.221,0.61,-0.917,-17.83,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,433,9/27/23,1,434,150,282,0.121,-0.709,-0.449,0.834,-71.365,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,434,9/27/23,1,435,184,248,0.254,-0.109,-0.379,0.405,-46.001,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,435,9/27/23,1,436,172,261,0.303,0.93,-0.27,-0.062,-87.437,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,436,9/27/23,1,437,215,218,0.083,0.321,0.676,0.664,-5.804,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,437,9/27/23,1,438,93,339,0.044,-0.999,-0.216,0.605,-100.795,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,438,9/27/23,1,439,160,269,-0.993,0.117,0.108,1.207,-226.912,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,439,9/27/23,1,440,176,258,0.125,-0.125,0.093,0.891,-154.928,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,440,9/27/23,1,441,202,231,0.192,0.981,-0.417,-0.152,-37.646,HR4365,Failed,,On Agreeing to the Amendment,,Armed Forces and National Security
118,House,441,9/27/23,1,442,206,223,0.105,0.994,0.244,-0.09,-51.073,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,442,9/27/23,1,443,209,220,-0.024,-0.131,0.364,0.098,-9.306,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,443,9/27/23,1,444,210,220,-0.048,0.259,0.703,0.35,-2.132,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,444,9/27/23,1,445,108,320,-0.017,-1,-0.401,1.101,-87.333,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,445,9/27/23,1,446,147,282,-0.003,-0.975,-0.506,1.039,-77.235,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,446,9/27/23,1,447,160,270,0.103,-0.531,-0.514,1.133,-62.159,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,447,9/27/23,1,448,168,261,0.241,-0.137,-0.536,1.108,-45.078,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,448,9/27/23,1,449,164,265,0.154,-0.376,-0.49,1.059,-53.756,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,449,9/27/23,1,450,162,264,0.172,-0.298,-0.507,1.162,-53.582,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,450,9/27/23,1,451,159,269,0.09,-0.535,-0.458,1.04,-62.851,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,451,9/27/23,1,452,161,267,0.245,-0.136,-0.515,1.183,-55.607,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,452,9/27/23,1,453,161,268,0.356,0.104,-0.512,0.916,-49.41,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,453,9/27/23,1,454,211,220,-0.204,0.979,0.628,0.746,-7.342,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,454,9/27/23,1,455,182,247,0.418,0.909,-0.629,0.474,-43.808,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,455,9/28/23,1,456,214,210,0.02,0.121,-0.715,0.08,-0.305,HRES730,Passed,"Providing for consideration of the bills (H.R. 5692) Making supplemental appropriations for the fiscal year ending September 30, 2024; (H.R. 4365) Department of Defense Appropriations Act, 2024; and (H.R. 4367) Department of Homeland Security Appropriations Act, 2024",On Ordering the Previous Question,,Congress
118,House,456,9/28/23,1,457,217,211,-0.135,0.991,-0.497,-0.551,-8.093,HRES730,Passed,"Providing for consideration of the bills (H.R. 5692) Making supplemental appropriations for the fiscal year ending September 30, 2024; (H.R. 4365) Department of Defense Appropriations Act, 2024; and (H.R. 4367) Department of Homeland Security Appropriations Act, 2024",On Agreeing to the Resolution,,Congress
118,House,457,9/28/23,1,458,169,261,0.318,0.05,-0.581,0.984,-41.305,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,458,9/28/23,1,459,165,263,0.218,-0.25,-0.442,0.849,-51.86,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,459,9/28/23,1,460,170,260,0.317,0.072,-0.565,1.04,-41.095,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,460,9/28/23,1,461,75,347,0.031,-0.522,-0.223,1.632,-72.572,HR4367,Failed,,On Agreeing to the Amendment,,Emergency Management
118,House,461,9/28/23,1,462,134,298,0.25,-0.968,-0.472,0.495,-76.808,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,462,9/28/23,1,463,78,353,0.264,-0.585,-0.299,0.926,-65.532,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,463,9/28/23,1,464,102,326,0.271,-0.51,-0.5,1.204,-60.034,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,464,9/28/23,1,465,111,315,0.376,-0.287,-0.299,0.558,-76.881,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,465,9/28/23,1,466,115,312,0.169,-0.5,-0.258,0.782,-85.02,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,466,9/28/23,1,467,86,346,0.279,-0.744,-0.319,0.669,-75.308,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,467,9/28/23,1,468,133,297,-0.033,-0.882,-0.438,1.173,-84.764,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,468,9/28/23,1,469,121,311,0.255,-0.495,-0.232,0.487,-94.531,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,469,9/28/23,1,470,135,295,0.358,-0.539,-0.259,0.188,-93.797,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,470,9/28/23,1,471,199,231,0.272,0.499,-0.715,0.065,-26.178,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,471,9/28/23,1,472,195,236,0.037,0.999,0.266,-0.182,-57.289,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
118,House,472,9/28/23,1,473,90,342,-0.043,-0.887,-0.337,1.261,-87.1,HR4665,Failed,,On Agreeing to the Amendment,,International Affairs
